Project Geographic District ,Project Building Identifier,Project School Name,Project Type ,Project Description,Project Phase Name,Project Status Name,Project Phase Actual Start Date,Project Phase Planned End Date,Project Phase Actual End Date,Project Budget Amount,Final Estimate of Actual Costs Through End of Phase Amount,Total Phase Actual Spending Amount,DSF Number(s)
1,M061,P.S. 315 - MANHATTAN,DOE - Skilled Trades,DEP/DOE WATER CONSERVATION FIXTURE RETROFIT PROGRAM,Construction,In-Progress,5/31/2022,DOES,,DOES,72044.00,0.00,DSF0001008951
1,M063,P.S. 63 - MANHATTAN,SCA IEH,PO18-ABATEMENT OF PIPE INSULATION 1ST FL GIRL BATHROOM AREAS ARE MARKED AND IT IS ABOUT 40 BY 45 LIN,Construction,Complete,10/8/2024,IEH,10/19/2024,IEH,0.00,0.00,SCA0000073479
1,M063,P.S. 363 - MANHATTAN,Fast Track Projects,LSP FY23 RESO A GYMNASIUM UPGRADE,Construction,In-Progress,11/29/2023,FTK,,FTK,108253.00,90475.00,DSF0001035647
1,M063,P.S. 63 - MANHATTAN,DOE - RESOA,FY22 RESO A BATHROOM UPGRADES,Construction,In-Progress,10/7/2022,DOER,,DOER,202779.00,0.00,DSF0001033635
1,M063,P.S. 363 - MANHATTAN,DOE - RESOA,FY23 RESO A BATHROOM UPGRADES,Construction,Complete,3/15/2024,DOER,6/18/2024,DOER,201403.00,,DSF0001035646
1,M063,P.S. 63 - MANHATTAN,DOE - RESOA,FY25 RESO A AUDITORIUM UPGRADE,Construction,PNS,PNS,PNS,PNS,DOER,150000.00,0.00,DSF0001112776
1,M063,P.S. 363 - MANHATTAN,DOE - Skilled Trades,DEP/DOE WATER CONSERVATION FIXTURE RETROFIT PROGRAM,Construction,In-Progress,7/27/2022,DOES,,DOES,94774.00,0.00,DSF0001009098
1,M063,P.S. 63 - MANHATTAN,DOE - Skilled Trades,SCHOOL ENTRY LOCKING AND EMERGENCY NOTIFICATION SOLUTION,Construction,Complete,10/24/2023,DOES,11/26/2024,DOES,65832.00,,DSF0001084198
1,M064,I.S. 839 - MANHATTAN,SCA CIP,FLOOD ELIMINATION / ROOFS / PARAPETS / EXTERIOR MASONRY,Scope,Complete,6/20/2019,11/5/2019,12/23/2019,111561,221344.00,217281.00,"DSF0000898265, DSF0000898268, DSF0000898269, DSF0000898270"
1,M064,I.S. 839 - MANHATTAN,SCA CIP,FLOOD ELIMINATION / ROOFS / PARAPETS / EXTERIOR MASONRY,Design,Complete,1/8/2020,6/9/2020,6/30/2020,551747,734661.00,664523.00,"DSF0000898265, DSF0000898268, DSF0000898269, DSF0000898270"
1,M064,I.S. 839 - MANHATTAN,SCA CIP,FLOOD ELIMINATION / ROOFS / PARAPETS / EXTERIOR MASONRY,Construction,In-Progress,5/24/2021,5/23/2023,,11889967,11828583.00,10023823.00,"DSF0000898265, DSF0000898268, DSF0000898269, DSF0000898270"
1,M064,I.S. 839 - MANHATTAN,SCA CIP,FLOOD ELIMINATION / ROOFS / PARAPETS / EXTERIOR MASONRY,"CM,F&E",In-Progress,5/24/2021,5/23/2023,,826395,1320514.00,1282146.00,"DSF0000898265, DSF0000898268, DSF0000898269, DSF0000898270"
1,M064,P.S. 64 - MANHATTAN,SCA CIP RESOA,FY20 RESO A PLAYGROUND UPGRADE,Scope,Complete,12/2/2019,3/4/2020,2/11/2020,0,27695.00,27695.00,DSF0000913307
1,M064,P.S. 64 - MANHATTAN,SCA CIP RESOA,FY20 RESO A PLAYGROUND UPGRADE,Design,Complete,2/11/2020,6/25/2020,1/2/2024,74829,139951.00,78818.00,DSF0000913307
1,M064,P.S. 64 - MANHATTAN,SCA CIP RESOA,FY20 RESO A PLAYGROUND UPGRADE,Construction,PNS,PNS,PNS,PNS,1097491,1097491.00,24575.00,DSF0000913307
1,M064,P.S. 64 - MANHATTAN,SCA CIP RESOA,FY20 RESO A PLAYGROUND UPGRADE,"CM,F&E",PNS,PNS,PNS,PNS,74829,74829.00,25677.00,DSF0000913307
1,M064,P.S. 64 - MANHATTAN,SCA CIP RESOA,FY20 RESO A  PATH OF TRAVEL PLAYGROUND UPGRADE,Scope,Complete,3/18/2020,6/17/2020,12/4/2020,0,18840.00,18840.00,DSF0000913306
1,M064,P.S. 64 - MANHATTAN,SCA CIP RESOA,FY20 RESO A  PATH OF TRAVEL PLAYGROUND UPGRADE,Design,Complete,12/4/2020,5/24/2021,1/2/2024,2354,22197.00,15280.00,DSF0000913306
1,M064,P.S. 64 - MANHATTAN,SCA CIP RESOA,FY20 RESO A  PATH OF TRAVEL PLAYGROUND UPGRADE,Construction,PNS,PNS,PNS,PNS,34522,34522.00,0.00,DSF0000913306
1,M064,P.S. 64 - MANHATTAN,SCA CIP RESOA,FY20 RESO A  PATH OF TRAVEL PLAYGROUND UPGRADE,"CM,F&E",PNS,PNS,PNS,PNS,2354,2648.00,2648.00,DSF0000913306
1,M064,I.S. 839 - MANHATTAN,SCA IEH,PO18-REMOVE AND REPLACE 9X9 ACM TILES IN 1ST AND 2ND FLOORS SQFT FOR 1ST FLOOR IS 510     2ND FLOOR,Construction,Complete,5/29/2024,IEH,7/2/2024,IEH,0.00,0.00,SCA0000073035
1,M064,I.S. 839 - MANHATTAN,DOE - RESOA,FY24 RESO A LIBRARY UPGRADE,Construction,In-Progress,3/8/2024,DOER,,DOER,168677.00,0.00,DSF0001086195
1,M064,I.S. 839 - MANHATTAN,DOE - RESOA,FY25 RESO A ROOM CONVERSION,Construction,PNS,PNS,PNS,PNS,DOER,200000.00,0.00,DSF0001112777
1,M064,P.S. 64 - MANHATTAN,DOE - Skilled Trades,ACE BOILER CONTROLS UPGRADE,Construction,Complete,6/5/2023,DOES,11/21/2023,DOES,62522.00,,DSF0000866118
1,M064,I.S. 839 - MANHATTAN,DOE - Skilled Trades,SCHOOL ENTRY LOCKING AND EMERGENCY NOTIFICATION SOLUTION,Construction,Complete,3/25/2024,DOES,9/9/2024,DOES,65832.00,10141.00,DSF0001084199
1,M097,BARD COLLEGE HS - MANHATTAN,SCA CIP,WASTE SYSTEM / PARAPETS / EXTERIOR MASONRY,Scope,Complete,1/7/2021,5/7/2021,6/15/2021,39541,51009.00,50970.00,"DSF0000943937, DSF0000992663, DSF0000992664"
1,M097,BARD COLLEGE HS - MANHATTAN,SCA CIP,WASTE SYSTEM / PARAPETS / EXTERIOR MASONRY,Design,Complete,7/15/2021,12/16/2021,4/21/2022,186049,146528.00,121192.00,"DSF0000943937, DSF0000992663, DSF0000992664"
1,M097,BARD COLLEGE HS - MANHATTAN,SCA CIP,WASTE SYSTEM / PARAPETS / EXTERIOR MASONRY,Construction,In-Progress,1/15/2024,1/3/2026,,3178051,2811396.00,196226.00,"DSF0000943937, DSF0000992663, DSF0000992664"
1,M097,BARD COLLEGE HS - MANHATTAN,SCA CIP,WASTE SYSTEM / PARAPETS / EXTERIOR MASONRY,"CM,F&E",In-Progress,1/15/2024,1/3/2026,,364189,71144.00,71144.00,"DSF0000943937, DSF0000992663, DSF0000992664"
1,M097,BARD COLLEGE HS - MANHATTAN,SCA IEH,"PO18-ABATE INSUL PIPE RM 221 GIRL B/R, WILL BE MARK BY SHOPS (LESS 10 FT.)",Construction,Complete,11/29/2024,IEH,12/7/2024,IEH,0.00,0.00,SCA0000073655
1,M097,BARD COLLEGE HS - MANHATTAN,Fast Track Projects,FY18 RESO A AUDITORIUM UPGRADE,Construction,In-Progress,1/10/2019,FTK,,FTK,54508.00,54508.00,DSF0000866416
1,M097,BARD COLLEGE HS - MANHATTAN,DIIT - RESOA,FY21 RESO A TECHNOLOGY UPGRADE,Purch & Install,In-Progress,3/14/2021,DIIR,,DIIR,100000.00,0.00,DSF0000961304
1,M097,BARD COLLEGE HS - MANHATTAN,DOE - RESOA,FY20 RESO A ROOM CONVERSION,Construction,PNS,PNS,PNS,PNS,DOER,223957.00,0.00,DSF0000913084
1,M097,BARD COLLEGE HS - MANHATTAN,DOE - RESOA,FY25 RESO A BATHROOM UPGRADES,Construction,PNS,PNS,PNS,PNS,DOER,450000.00,0.00,DSF0001112793
1,M097,BARD COLLEGE HS - MANHATTAN,DOE - Skilled Trades,DOMESTIC WATER HEATER,Construction,In-Progress,3/1/2022,DOES,,DOES,90361.00,376.00,DSF0000961169
1,M097,BARD COLLEGE HS - MANHATTAN,DOE - Skilled Trades,SCHOOLYARD RESURFACING,Construction,In-Progress,8/14/2023,DOES,,DOES,567979.00,0.00,DSF0001034279
1,M097,BARD COLLEGE HS - MANHATTAN,DOE - Skilled Trades,SCHOOL ENTRY LOCKING AND EMERGENCY NOTIFICATION SOLUTION,Construction,In-Progress,10/31/2024,DOES,,DOES,65832.00,0.00,DSF0001084945
1,M097,BARD COLLEGE HS - MANHATTAN,DOE - Skilled Trades,CAFETERIA ENHANCEMENT EXPERIENCE,Construction,In-Progress,2/26/2024,DOES,,DOES,197896.00,0.00,DSF0001085735
1,M110,P.S. 110 - MANHATTAN,SCA CIP,FACADE REMEDIATION @M110 / PARAPETS / ROOFS / FLOOD ELIMINATION,Scope,Complete,8/4/2021,12/21/2021,2/2/2022,75912,195932.00,177643.00,"DSF0001085128, DSF0001018329, DSF0001018328, DSF0001018326"
1,M110,P.S. 110 - MANHATTAN,SCA CIP,FACADE REMEDIATION @M110 / PARAPETS / ROOFS / FLOOD ELIMINATION,Design,Complete,6/1/2022,11/22/2022,5/12/2023,369667,313370.00,290581.00,"DSF0001085128, DSF0001018329, DSF0001018328, DSF0001018326"
1,M110,P.S. 110 - MANHATTAN,SCA CIP,FACADE REMEDIATION @M110 / PARAPETS / ROOFS / FLOOD ELIMINATION,Construction,PNS,PNS,PNS,PNS,7461767,7461767.00,280165.00,"DSF0001085128, DSF0001018329, DSF0001018328, DSF0001018326"
1,M110,P.S. 110 - MANHATTAN,SCA CIP,FACADE REMEDIATION @M110 / PARAPETS / ROOFS / FLOOD ELIMINATION,"CM,F&E",PNS,PNS,PNS,PNS,605580,605580.00,27296.00,"DSF0001085128, DSF0001018329, DSF0001018328, DSF0001018326"
1,M110,P.S. 110 - MANHATTAN,SCA CIP RESOA,PATH OF TRAVEL RESO A PLAYGROUND UPGRADE,Scope,PNS,PNS,PNS,PNS,0,0.00,0.00,DSF0001112055
1,M110,P.S. 110 - MANHATTAN,SCA CIP RESOA,PATH OF TRAVEL RESO A PLAYGROUND UPGRADE,Design,PNS,PNS,PNS,PNS,0,0.00,0.00,DSF0001112055
1,M110,P.S. 110 - MANHATTAN,SCA CIP RESOA,PATH OF TRAVEL RESO A PLAYGROUND UPGRADE,Construction,PNS,PNS,PNS,PNS,0,733.00,733.00,DSF0001112055
1,M110,P.S. 110 - MANHATTAN,SCA CIP RESOA,PATH OF TRAVEL RESO A PLAYGROUND UPGRADE,"CM,F&E",PNS,PNS,PNS,PNS,0,2603.00,2603.00,DSF0001112055
1,M110,P.S. 110 - MANHATTAN,SCA Emergency Response,EMERGENCY STABILIZATION,Construction,In-Progress,6/18/2021,EMER,,EMER,1353134.00,898752.00,SCA0000069969
1,M110,P.S. 110 - MANHATTAN,SCA IEH,PO18-ACM TEST FOR WALL TO INSTALL BOTTLE FILLERS 2 LOCATIONS GYMNASIUM / BUBBLER / M11001GM000GYM.1B,Construction,Complete,4/12/2024,IEH,7/13/2024,IEH,0.00,0.00,SCA0000072925
1,M110,P.S. 110 - MANHATTAN,SCA IEH,PO18-2 AREAS IN GYMNASIUM NEEDS TO BE ABATED ONE AREA IS THE GYMNASIUM PHONE THAT FELL FROM THE WALL,Construction,In-Progress,7/30/2024,IEH,,IEH,0.00,0.00,SCA0000073197
1,M110,P.S. 110 - MANHATTAN,SCA IEH,PO18-CORE DRILLING HOLES FOR ELECTRICAL CONDUITS IN THE GYM,Construction,Complete,8/23/2024,IEH,8/30/2024,IEH,0.00,0.00,SCA0000073313
1,M110,P.S. 110 - MANHATTAN,SCA IEH,PO18-/ABATE CEILING AND PIPE INSULATION IN CAFE & KITCHEN (KITCHEN 2002) (CAFETERIA 2001) LOCATED ON,Construction,Complete,10/18/2024,IEH,10/20/2024,IEH,0.00,0.00,SCA0000073534
1,M110,P.S. 110 - MANHATTAN,SCA IEH,PO18-ABATE CEILING PLASTER IN STORAGE ROOM 408A THAT FELL,Construction,Complete,11/14/2024,IEH,11/23/2024,IEH,0.00,0.00,SCA0000073607
1,M110,P.S. 110 - MANHATTAN,SCA IEH,PO18-ABATE CEILING PLASTER IN THE AUDITORIUM IT IS  1SQ FT PLASTER THAT FELL AHERA BOOK 2014- POSITV,Construction,Complete,12/12/2024,IEH,12/14/2024,IEH,0.00,0.00,SCA0000073706
1,M110,P.S. 110 - MANHATTAN,DOE - RESOA,FY23 RESO A PLAYGROUND UPGRADE,Construction,PNS,PNS,PNS,PNS,DOER,809267.00,0.00,DSF0001035663
1,M134,P.S. 134 - MANHATTAN,SCA CIP,ROOFS / PARAPETS / WINDOWS / EXTERIOR MASONRY,Scope,Complete,10/23/2018,3/13/2019,1/18/2019,371656,171344.00,171344.00,"DSF0000876062, DSF0000876063, DSF0000876064, DSF0000876065"
1,M134,P.S. 134 - MANHATTAN,SCA CIP,ROOFS / PARAPETS / WINDOWS / EXTERIOR MASONRY,Design,Complete,1/22/2019,6/21/2019,5/17/2019,1486620,808561.00,771823.00,"DSF0000876062, DSF0000876063, DSF0000876064, DSF0000876065"
1,M134,P.S. 134 - MANHATTAN,SCA CIP,ROOFS / PARAPETS / WINDOWS / EXTERIOR MASONRY,Construction,In-Progress,10/21/2019,8/15/2022,,27874124,26674648.00,22942090.00,"DSF0000876062, DSF0000876063, DSF0000876064, DSF0000876065"
1,M134,P.S. 134 - MANHATTAN,SCA CIP,ROOFS / PARAPETS / WINDOWS / EXTERIOR MASONRY,"CM,F&E",In-Progress,10/21/2019,8/15/2022,,1734390,807276.00,772020.00,"DSF0000876062, DSF0000876063, DSF0000876064, DSF0000876065"
1,M134,P.S. 134 - MANHATTAN,DIIT - RESOA,FY22 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,100000.00,0.00,DSF0001033658
1,M134,P.S. 134 - MANHATTAN,DIIT - RESOA,RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,50000.00,0.00,DSF0001111926
1,M134,P.S. 134 - MANHATTAN,DOE - RESOA,FY20 RESO A SUPPLEMENTAL COOLING,Construction,PNS,PNS,PNS,PNS,DOER,400000.00,0.00,DSF0000913319
1,M134,P.S. 134 - MANHATTAN,DOE - Skilled Trades,ADA SHELTER COMPLIANCE,Construction,In-Progress,1/18/2022,DOES,,DOES,391092.00,0.00,DSF0000911918
1,M134,P.S. 134 - MANHATTAN,DOE - Skilled Trades,DEP/DOE WATER CONSERVATION FIXTURE RETROFIT PROGRAM,Construction,In-Progress,9/19/2022,DOES,,DOES,77253.00,0.00,DSF0001009093
1,M137,P.S. 184 - MANHATTAN,SCA CIP,FY18 RESO A ELECTRICAL SYSTEMS / COVID VENTILATION / COVID FIRE ALARM REPLACEMENT,Scope,Complete,1/24/2018,1/20/2021,5/19/2021,15710,29800.00,29800.00,"DSF0000866352, DSF0000961102, DSF0001018706"
1,M137,P.S. 184 - MANHATTAN,SCA CIP,FY18 RESO A ELECTRICAL SYSTEMS / COVID VENTILATION / COVID FIRE ALARM REPLACEMENT,Design,Complete,7/7/2021,12/10/2021,3/3/2022,62520,104539.00,75761.00,"DSF0000866352, DSF0000961102, DSF0001018706"
1,M137,P.S. 184 - MANHATTAN,SCA CIP,FY18 RESO A ELECTRICAL SYSTEMS / COVID VENTILATION / COVID FIRE ALARM REPLACEMENT,Construction,In-Progress,5/17/2023,5/15/2024,,723155,729635.00,619551.00,"DSF0000866352, DSF0000961102, DSF0001018706"
1,M137,P.S. 184 - MANHATTAN,SCA CIP,FY18 RESO A ELECTRICAL SYSTEMS / COVID VENTILATION / COVID FIRE ALARM REPLACEMENT,"CM,F&E",In-Progress,5/17/2023,5/15/2024,,151715,129284.00,117191.00,"DSF0000866352, DSF0000961102, DSF0001018706"
1,M137,P.S. 184 - MANHATTAN,SCA CIP,IPDVS INSTALLATIONS,Scope,Complete,7/11/2022,11/8/2022,7/28/2022,5326,2660.00,2660.00,DSF0001034607
1,M137,P.S. 184 - MANHATTAN,SCA CIP,IPDVS INSTALLATIONS,Design,Complete,7/28/2022,1/26/2023,9/21/2022,23966,10640.00,10640.00,DSF0001034607
1,M137,P.S. 184 - MANHATTAN,SCA CIP,IPDVS INSTALLATIONS,Construction,In-Progress,6/5/2023,4/29/2024,,308893,280585.00,251656.00,DSF0001034607
1,M137,P.S. 184 - MANHATTAN,SCA CIP,IPDVS INSTALLATIONS,"CM,F&E",In-Progress,6/5/2023,4/29/2024,,165385,142402.00,110594.00,DSF0001034607
1,M137,P.S. 184 - MANHATTAN,DOE - RESOA,FY15 RESO A SCIENCE LAB UPGRADES,Construction,PNS,PNS,PNS,PNS,DOER,100000.00,0.00,DSF0000800504
1,M137,P.S. 184 - MANHATTAN,DOE - RESOA,FY20 RESO A AUDITORIUM UPGRADE,Construction,In-Progress,9/6/2022,DOER,,DOER,97723.00,0.00,DSF0000913320
1,M137,P.S. 184 - MANHATTAN,DOE - Skilled Trades,WATER HEATERS,Construction,In-Progress,1/3/2017,DOES,,DOES,128263.00,0.00,DSF0000786134
1,M137,P.S. 184 - MANHATTAN,DOE - Skilled Trades,SCHOOL ENTRY LOCKING AND EMERGENCY NOTIFICATION SOLUTION,Construction,Complete,11/25/2024,DOES,12/9/2024,DOES,65832.00,,DSF0001084636
1,M140,P.S. 140 - MANHATTAN,SCA CIP,ROOFS / PARAPETS / EXTERIOR MASONRY / WINDOWS / ANSUL SYSTEMS/FIRE SUPPRESSION / ELECTRICAL UPGRADE / HVAC UPGRADE FOR CLASSROOMS AND PA SPACES / HEATING PLANT UPGRADE / FLOOD ELIMINATION / LOW VOLTAGE ELECTRICAL SYSTEM,Scope,Complete,10/24/2018,3/14/2019,1/18/2019,504775,552699.00,508563.00,"DSF0000876119, DSF0000876120, DSF0000876121, DSF0000912290, DSF0001034291, DSF0001018730, DSF0001018731, DSF0001034290, DSF0001034288, DSF0001018723"
1,M140,P.S. 140 - MANHATTAN,SCA CIP,ROOFS / PARAPETS / EXTERIOR MASONRY / WINDOWS / ANSUL SYSTEMS/FIRE SUPPRESSION / ELECTRICAL UPGRADE / HVAC UPGRADE FOR CLASSROOMS AND PA SPACES / HEATING PLANT UPGRADE / FLOOD ELIMINATION / LOW VOLTAGE ELECTRICAL SYSTEM,Design,Complete,1/22/2019,6/21/2019,9/16/2022,2518835,2379488.00,1902809.00,"DSF0000876119, DSF0000876120, DSF0000876121, DSF0000912290, DSF0001034291, DSF0001018730, DSF0001018731, DSF0001034290, DSF0001034288, DSF0001018723"
1,M140,P.S. 140 - MANHATTAN,SCA CIP,ROOFS / PARAPETS / EXTERIOR MASONRY / WINDOWS / ANSUL SYSTEMS/FIRE SUPPRESSION / ELECTRICAL UPGRADE / HVAC UPGRADE FOR CLASSROOMS AND PA SPACES / HEATING PLANT UPGRADE / FLOOD ELIMINATION / LOW VOLTAGE ELECTRICAL SYSTEM,Construction,In-Progress,6/5/2023,6/3/2026,,56237200,51049208.00,5963118.00,"DSF0000876119, DSF0000876120, DSF0000876121, DSF0000912290, DSF0001034291, DSF0001018730, DSF0001018731, DSF0001034290, DSF0001034288, DSF0001018723"
1,M140,P.S. 140 - MANHATTAN,SCA CIP,ROOFS / PARAPETS / EXTERIOR MASONRY / WINDOWS / ANSUL SYSTEMS/FIRE SUPPRESSION / ELECTRICAL UPGRADE / HVAC UPGRADE FOR CLASSROOMS AND PA SPACES / HEATING PLANT UPGRADE / FLOOD ELIMINATION / LOW VOLTAGE ELECTRICAL SYSTEM,"CM,F&E",In-Progress,6/5/2023,6/3/2026,,3571289,1237989.00,1230226.00,"DSF0000876119, DSF0000876120, DSF0000876121, DSF0000912290, DSF0001034291, DSF0001018730, DSF0001018731, DSF0001034290, DSF0001034288, DSF0001018723"
1,M140,P.S. 140 - MANHATTAN,SCA CIP,IPDVS INSTALLATIONS,Scope,Complete,7/6/2022,11/3/2022,7/22/2022,4336,4223.00,4223.00,DSF0001034595
1,M140,P.S. 140 - MANHATTAN,SCA CIP,IPDVS INSTALLATIONS,Design,Complete,7/22/2022,1/20/2023,9/21/2022,19513,17729.00,17729.00,DSF0001034595
1,M140,P.S. 140 - MANHATTAN,SCA CIP,IPDVS INSTALLATIONS,Construction,In-Progress,6/5/2023,4/29/2024,,251500,237972.00,215181.00,DSF0001034595
1,M140,P.S. 140 - MANHATTAN,SCA CIP,IPDVS INSTALLATIONS,"CM,F&E",In-Progress,6/5/2023,4/29/2024,,149910,139865.00,108057.00,DSF0001034595
1,M140,P.S. 140 - MANHATTAN,SCA IEH,"PO18-ABATE RISER VALVE LOCATED IN B6 - STORAGE ROOM, APPROX 15 FT OF PIPING VALVE IS SPRAY PAINED",Construction,Complete,10/12/2024,IEH,10/13/2024,IEH,0.00,0.00,SCA0000073504
1,M140,P.S. 140 - MANHATTAN,SCA Furniture & Equipment,FY24 RESO A MOBILE SCIENCE LABS,F&E,PNS,PNS,PNS,PNS,73000,73000.00,0.00,DSF0001086230
1,M140,P.S. 140 - MANHATTAN,DIIT - RESOA,FY21 RESO A TECHNOLOGY UPGRADE,Purch & Install,In-Progress,3/14/2021,DIIR,,DIIR,100000.00,0.00,DSF0000961347
1,M140,P.S. 140 - MANHATTAN,DOE - Skilled Trades,DEP/DOE WATER CONSERVATION FIXTURE RETROFIT PROGRAM,Construction,Complete,9/22/2022,DOES,11/17/2022,DOES,81461.00,80366.00,DSF0001009096
1,M142,P.S. 142 - MANHATTAN,SCA CIP,ROOFS / PARAPETS / EXTERIOR MASONRY,Scope,Complete,5/22/2020,11/19/2020,8/19/2020,86400,154847.00,154847.00,"DSF0000944456, DSF0000944457, DSF0000944458"
1,M142,P.S. 142 - MANHATTAN,SCA CIP,ROOFS / PARAPETS / EXTERIOR MASONRY,Design,Complete,9/1/2020,6/15/2021,4/6/2021,432000,373465.00,359154.00,"DSF0000944456, DSF0000944457, DSF0000944458"
1,M142,P.S. 142 - MANHATTAN,SCA CIP,ROOFS / PARAPETS / EXTERIOR MASONRY,Construction,In-Progress,9/13/2021,6/4/2023,,9720000,10011420.00,7529463.00,"DSF0000944456, DSF0000944457, DSF0000944458"
1,M142,P.S. 142 - MANHATTAN,SCA CIP,ROOFS / PARAPETS / EXTERIOR MASONRY,"CM,F&E",In-Progress,9/13/2021,6/4/2023,,604800,560079.00,545370.00,"DSF0000944456, DSF0000944457, DSF0000944458"
1,M142,P.S. 142 - MANHATTAN,SCA IEH,PO18-ABATE AND REPAIR DUCTWORK INSULATION IN MCHANICAL ROOM,Construction,Complete,8/28/2024,IEH,9/21/2024,IEH,0.00,0.00,SCA0000073333
1,M142,P.S. 142 - MANHATTAN,DOE - RESOA,FY22 RESO A AUDITORIUM UPGRADE,Construction,In-Progress,3/11/2024,DOER,,DOER,112434.00,0.00,DSF0001033170
1,M142,P.S. 142 - MANHATTAN,DOE - RESOA,FY23 RESO A HYDROPONICS LAB,Construction,Complete,10/2/2023,DOER,11/7/2023,DOER,249419.00,,DSF0001035690
1,M142,P.S. 142 - MANHATTAN,DOE - RESOA,FY25 RESO A AUDITORIUM UPGRADE,Construction,PNS,PNS,PNS,PNS,DOER,75000.00,0.00,DSF0001112813
1,M142,P.S. 142 - MANHATTAN,DOE - Skilled Trades,ACCESSIBILITY,Construction,In-Progress,7/30/2022,DOES,,DOES,,0.00,SCA0000070971
1,M188,P.S. 188 - MANHATTAN,SCA IEH,"PO18-ABATE AND REPAIR IN ROOM 501A, AHERA BOOK SHOWS IT AS HOT.",Construction,Complete,4/15/2024,IEH,8/4/2024,IEH,0.00,0.00,SCA0000072930
1,M188,P.S. 188 - MANHATTAN,SCA Furniture & Equipment,FY24 RESO A STEM LAB,F&E,PNS,PNS,PNS,PNS,88000,88000.00,0.00,DSF0001086254
1,M188,P.S. 188 - MANHATTAN,Fast Track Projects,LSP LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,Construction,In-Progress,9/5/2019,FTK,,FTK,76709.00,76709.00,DSF0000912317
1,M188,M094 SPED - MANHATTAN,DIIT - RESOA,FY24 RESO A TECHNOLOGY UPGRADE,Purch & Install,Complete,6/10/2024,DIIR,8/19/2024,DIIR,60000.00,59448.00,DSF0001086252
1,M188,P.S. 188 - MANHATTAN,DOE - RESOA,FY11 RESO A PLAYGROUND REDEVELOPMEN,Construction,PNS,PNS,PNS,PNS,DOER,250000.00,0.00,DSF0000710824
1,M188,P.S. 188 - MANHATTAN,DOE - RESOA,FY20 RESO A GYMNASIUM UPGRADE,Construction,PNS,PNS,PNS,PNS,DOER,350000.00,0.00,DSF0000913037
1,M188,P.S. 188 - MANHATTAN,DOE - RESOA,FY23 RESO A ROOM CONVERSION,Construction,PNS,PNS,PNS,PNS,DOER,135000.00,0.00,DSF0001035712
1,M188,P.S. 188 - MANHATTAN,DOE - RESOA,FY23 RESO A ROOM CONVERSION,Construction,PNS,PNS,PNS,PNS,DOER,100000.00,0.00,DSF0001035713
1,M188,M094 SPED - MANHATTAN,DOE - Skilled Trades,BATHROOM UPGRADES,Construction,In-Progress,6/3/2022,DOES,,DOES,313034.00,0.00,DSF0001008697
1,M188,P.S. 188 - MANHATTAN,DOE - Skilled Trades,SCHOOL ENTRY LOCKING AND EMERGENCY NOTIFICATION SOLUTION,Construction,Complete,11/21/2024,DOES,12/2/2024,DOES,65832.00,,DSF0001084643
1,M446,UNIVERSITY NEIGHBORHOOD HS - M,SCA CIP,EXTERIOR MASONRY / FLOOD ELIMINATION / WINDOWS / PARAPETS / ROOFS,Scope,Complete,6/22/2023,11/7/2023,3/26/2024,154686,231641.00,205544.00,"DSF0001070360, DSF0001098052, DSF0001098055, DSF0001112186, DSF0001098054"
1,M446,UNIVERSITY NEIGHBORHOOD HS - M,SCA CIP,EXTERIOR MASONRY / FLOOD ELIMINATION / WINDOWS / PARAPETS / ROOFS,Design,In-Progress,4/17/2024,9/18/2024,,720869,720869.00,195474.00,"DSF0001070360, DSF0001098052, DSF0001098055, DSF0001112186, DSF0001098054"
1,M446,UNIVERSITY NEIGHBORHOOD HS - M,SCA CIP,EXTERIOR MASONRY / FLOOD ELIMINATION / WINDOWS / PARAPETS / ROOFS,Construction,PNS,PNS,PNS,PNS,12159505,12159505.00,102809.00,"DSF0001070360, DSF0001098052, DSF0001098055, DSF0001112186, DSF0001098054"
1,M446,UNIVERSITY NEIGHBORHOOD HS - M,SCA CIP,EXTERIOR MASONRY / FLOOD ELIMINATION / WINDOWS / PARAPETS / ROOFS,"CM,F&E",PNS,PNS,PNS,PNS,1227741,1227741.00,44153.00,"DSF0001070360, DSF0001098052, DSF0001098055, DSF0001112186, DSF0001098054"
1,M446,UNIVERSITY NEIGHBORHOOD HS - M,SCA IEH,"PO18-ABATE CEILING ABOVE STAIRCASE E ,  BATHROOM ON 5TH FL BOYS BATHROOM AND 5TH FLOOR NEAR THE ELEV",Construction,Complete,7/10/2024,IEH,12/16/2024,IEH,0.00,0.00,SCA0000073129
1,M446,UNIVERSITY NEIGHBORHOOD HS - M,Fast Track Projects,FY18 RESO A SAFETY SYSTEMS,Construction,In-Progress,11/13/2018,FTK,,FTK,15012.00,12702.00,DSF0000867371
1,M446,UNIVERSITY NEIGHBORHOOD HS - M,DOE - RESOA,FY18 RESO A MEDIA CENTER,Construction,PNS,PNS,PNS,PNS,DOER,235237.00,0.00,DSF0000866377
1,M446,UNIVERSITY NEIGHBORHOOD HS - M,DOE - RESOA,FY20 RESO A BATHROOM UPGRADES,Construction,In-Progress,2/26/2021,DOER,,DOER,53288.00,0.00,DSF0000913094
